MovieID,description,
218,"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane&apos;s friend Holly&apos;s place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close frie",
219,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter&apos;s life in an eventful summer.",
220,A man travels to Italy with his family to live in the castle they have recently inherited. But he soon begins to suspect that they are not the only occupants.,
222,"3 women, who&apos;ve been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",
223,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",
224,"A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.",
225,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",
226,"Kris is a homicide cop with psychic abilities. She works to prove that the prime suspect in her latest case (the much younger husband of the millionaire victim) is innocent. But are her visions true, or planned by someone who knows w",
227,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,
228,"After 3 years in prison, Julian breaks out and returns to Vegas to get his half from the bank robbery and see Lucille again. The Devil took the loot and Tuerto took Lucille.",
229,A political activist is convinced that her guest is a man who once tortured her for the government.,
230,A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,
231,"A frustrated actress with a strong character, Shiri is 30 but seems much younger as everyone seems to be constantly reminding her in both her personal and professional lives.",
232,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,
233,"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",
234,"Elliot heads for the sexual fantasy island, Eden. He takes some photos of diamond smugglers. They and undercover cops want the photos and follow him to Eden.",
235,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",
236,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,
237,"Mickey, an NBA referee, meets Ellen, an American airline official, in Paris. It develops into a relationship of ups and downs.",
238,"Angus McCormick adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with his father, John, he and Yellow become stranded when turbulent waters capsize their boat. John and ",
239,"When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.",
240,Hatch gets a special resuscitative medicine after &quot;dying&quot; in a car accident. His wife and daughter only get minor injuries. He gets strange nightmares such as killing a teen girl. Is it just dreams?,
241,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family.",
242,"The story of castrato opera singer Carlo Broschi, who enthralled 18th century European audiences under his stage name Farinelli.",
243,"Baby pig lives on hoggett farmPigs are rarely respected. They spend their lives in a cold and silent world. Pigs believe that if they grow fatter and faster, they can quickly go to heaven. Heaven is so beautiful, but they never return.So when the mother pig was sent to the slaughterhouse, the other piglets didn't feel sad, only babe was very sad. Fortunately, the dog mother fly gave the piglet warmth.Animals on the farm perform their respective duties. Sheep produce wool, roosters announce the dawn, cats catch mice, shepherds herd sheep... Only pigs and ducks are used to eat. It seems that babe's fate has long been doomed. A duck named Ferdinand learned to play and hoped to change his fate through his skills. Ferdinand hoped that the piglet could help him steal and throw away the alarm clock in the house, so that his alarm ability would be valued by his owner.",
